title,type,ontology/birthDate,ontology/deathDate,ontology/deathCause_label
Miyu_Uehara,Other,1987-05-02,2011-05-12,Suicide
Mohammad_Aeltemesh,Other,1948-08-04,2013-01-04,Heart failure
Mohammad_Montazeri,Politician,,1981-06-28,Hafte Tir bombing
Mohammed_Nabbous,Other,1983-02-27,2011-03-19,Ballistic trauma
Mohd_Zabri_Abdul_Hamid,Other,,1975-09-03,Booby trap
Monte_Westmore,Artist,1902-07-22,1940-03-30,Myocardial infarction
Monty_Oum,Other,1981-06-22,2015-02-01,Allergy
Morgan_Paull,Artist,1944-12-15,2012-07-17,Stomach cancer
Morris_B._Belknap,Politician,1856-06-07,1910-04-13,Pernicious anemia
Morris_L._Cohen,Other,1927-11-02,2010-12-18,Leukemia
Mortimer_Grimshaw,Activist,,1869-12-22,Tuberculosis
Moses_Carpenter,Other,,1889-08-15,Fever
Moses_H._Cone,Businessperson,1857-06-29,1908-12-08,Pulmonary edema
Mostefa_Ben_Boulaïd,Politician,1917-02-05,1956-03-22,Killed in action
Mozelle_Britton,Artist,1912-05-12,"['1953-05-18', '1954-05-18']",Myocardial infarction
Mu_Guoguang,Other,,,Lymphoma
Muhamed_Hadžijamaković,Politician,,1878-08-25,Austria-Hungary
Muhammad_Al-Makki,Other,,,Death by natural causes
Munawar_Zarif,Artist,1940-12-25,1976-04-29,Cirrhosis
Murder_of_Maria_Colwell,Other,1965-03-26,1973-01-06,Head injury
Murder_of_Marion_Parker,Other,"['1908-02-01', '1915-10-11']","['1928-10-19', '2011-10-27']",Homicide
Murder_of_Martine_Vik_Magnussen,Other,1985-02-06,2008-03-14,Murder
Murder_of_Sandeep_Kothari,Other,,2015-06-21,Strangling
Murder_of_Tammy_Alexander,Other,1963-11-02,"['1979-11-08', '1979-11-09']",Homicide
Muriel_Landers,Artist,1921-10-27,1977-02-19,Stroke
Musa_al-Kadhim,Other,0745-11-10,0799-09-04,Poison
Müşfik_Kenter,Artist,1932-09-09,2012-08-15,Lung cancer
Namir_Noor-Eldeen,Other,1984-09-01,2007-07-12,Armor-piercing shell
Nan_Leslie,Artist,1926-06-04,2000-07-30,Pneumonia
Nancy_Lynn,Other,,2006-10-14,Aviation accidents and incidents
Nasreddin_Murat-Khan,Other,,,Myocardial infarction
Nasser_bin_Ali_al-Ansi,Other,,2015-04-21,Unmanned aerial vehicle
Natasha_Collins,Artist,1976-09-07,2008-01-03,Drug overdose
Nathan_Bedford_Forrest_II,Other,,1931-03-13,Stroke
Nathaniel_Reed,Other,1862-03-23,1950-01-07,Death by natural causes
Nazario_Moreno_González,Other,1970-03-08,2014-03-09,Thorax
Ned_Day,Other,1945-04-05,1987-09-03,Myocardial infarction
Neeraj_Grover_murder_case,Other,1982-02-23,2008-05-07,Homicide
Neil_Heywood,Businessperson,1970-10-20,2011-11-14,Murder
Neil_McCallum_(actor),Artist,,1976-04-26,Cerebral hemorrhage
Neil_S._McCarthy,Other,1888-05-06,1972-07-25,Stroke
Nicholas_Boilvin,Other,,,Drowning
Nicholas_Hughes,Other,1962-01-17,2009-03-16,Suicide
Nicholas_Postgate,Other,,1679-08-07,Hanged drawn and quartered
Nick_Vanoff,Artist,1929-10-25,1991-03-20,Cardiac arrest
Nicolas_Chopin,Other,1771-04-15,1844-05-03,Tuberculosis
Niels_Fiil,Other,1920-06-12,1944-06-29,Ballistic trauma
Niels_Nielsen_Kjær,Other,1903-04-02,1944-06-29,Ballistic trauma
Ninfa_Laurenzo,Other,1924-05-11,2001-06-17,Bone tumor
Nixman_Oryanga,Other,2001-09-11,,UPDF
Noel_Dyson,Artist,1916-12-23,1995-06-29,Cancer
Noel_T._Keen,Other,1940-08-13,2002-04-18,Leukemia
Norberto_Longo,Other,"['1941-08-18', '1942-02-15']","['2003-04-19', '2003-04-21']",Myocardial infarction
Norm_Ferguson_(animator),Other,1902-09-02,1957-11-04,Myocardial infarction
Norma_Crane,Artist,1928-11-10,1973-09-28,Breast cancer
Norma_Donaldson,Artist,1928-07-08,1994-11-22,Cancer
Norman_G._Baker,Other,1882-11-27,1958-09-10,Cirrhosis
Norman_Jones_(actor),Artist,1932-06-16,2013-04-23,Myocardial infarction
Nydia_Westman,Artist,1902-02-19,1970-05-23,Cancer
N._Mathrubootham,Artist,1944-07-02,2004-11-18,Cardiac arrest
Nacho_Martínez,Artist,1952-07-08,1996-07-24,Lung cancer
Çolpan_İlhan,Artist,1936-08-08,2014-07-25,Myocardial infarction
Olga_Lepeshinskaya_(dancer),Artist,1916-09-28,2008-12-20,Myocardial infarction
Olive_Willis,Other,1877-10-26,1964-03-11,Peptic ulcer
Oliver_Dyer,Other,1824-04-26,1907-01-13,Bronchitis
Oliver_Lyne,Other,1944-12-21,2005-03-17,Cerebral hemorrhage
Omie_Wise,Other,,,Murder
Orange_Socks,Other,,,Strangling
Orhan_Boran,Other,1928-06-30,2012-05-26,Multiple myeloma
Orio_Palmer,Other,1956-03-02,2001-09-11,List of tenants in Two World Trade Center
Orlando_Zapata,Activist,1967-05-15,2010-02-23,Starvation
Orzell_Billingsley,Other,1924-10-24,2001-12-14,Death by natural causes
"Oscar_Griffin,_Jr.",Other,1933-04-28,2011-11-23,Pancreatic cancer
Osgood_Perkins,Artist,1892-05-16,1937-09-21,Myocardial infarction
Otis_Harlan,Artist,1865-12-29,1940-01-21,Stroke
Otmar_Gutmann,Other,1937-04-24,1993-10-13,Cancer
Oton_Vinski,Other,1877-03-20,,The Holocaust
Owen_Brown_(college_founder),Other,1771-02-16,1856-05-08,Pneumonia
Patricia_Ziegfeld_Stephenson,Artist,1916-10-23,2008-04-11,Heart failure
Patrick_Henry_Jones,Other,1830-11-20,"['1900-07-18', '1900-07-23']",Heart failure
Patrick_Roy_(TV_presenter),Other,1952-04-17,1993-02-18,Bone tumor
Paul_D'Amato,Other,,1984-06-06,Myocardial infarction
Paul_Donnelly_Paganucci,Businessperson,1931-04-18,2001-02-26,Laryngeal cancer
Paul_Eggers,Politician,1919-04-20,2013-06-21,Alzheimer's disease
"Paul_Guilfoyle_(actor,_born_1902)",Artist,1902-07-14,1961-06-27,Myocardial infarction
Paul_Jaworski,Other,,1929-01-21,Capital punishment
Paul_Kligman,Artist,,1985-08-29,Heart failure
Paul_Langen,Other,1893-01-12,1945-03-16,Epidemic typhus
Paul_Popham,Activist,1941-10-06,1987-05-07,AIDS
Paul_Ramsay,Businessperson,,2014-05-01,Myocardial infarction
Paul_Regina,Artist,1956-10-25,2006-01-31,Liver cancer
Paul_Reynolds_(commentator),Other,1949-10-04,2010-05-23,Leukemia
Paul_Richards_(actor),Artist,1924-11-23,"['1974-10-12', '1974-12-10']",Cancer
Paul_Sigler,Other,1934-02-19,2000-01-11,Myocardial infarction
Paul_Sills,Other,1927-11-18,2008-06-02,Pneumonia
Paul_Solomon,Other,1939-07-07,1994-03-04,Thai people
Pauline_Curley,Artist,1903-12-19,2000-12-11,Pneumonia
Paulo_Goulart,Artist,1933-01-09,2014-03-13,Liver cancer
Paulo_Machava,Other,,2015-08-28,Assassination
Pavel_Alexandrovich_Alexandrov,Other,,1940-09-24,Murder
Paxton_Mills,Other,"['1948-11-05', '1948-11-11']",2001-06-25,Cardiovascular disease
Peder_Bergenhammer_Sørensen,Other,1914-06-03,1944-06-29,Ballistic trauma
Pepper_LaBeija,Other,1948-11-05,2003-05-14,Myocardial infarction
Perc_Westmore,Artist,1904-10-29,1970-09-30,Myocardial infarction
Percy_Herbert_(actor),Artist,1920-07-31,1992-12-06,Myocardial infarction
Perry_DeAngelis,Other,1963-08-22,2007-08-19,Scleroderma
Pete_Smith_(film_producer),Other,1892-09-04,1979-01-12,Suicide
Peter_Bottome,Businessperson,1937-12-28,2016-02-14,Multiple myeloma
Peter_Bouck_Borst,Politician,1826-06-23,1882-04-24,Apoplexy
Peter_Forster_(actor),Artist,1920-06-29,1982-11-16,Myocardial infarction
Peter_Griffith,Artist,1933-10-23,2001-05-14,Chronic obstructive pulmonary disease
Peter_Harvey,Other,1944-09-16,2013-03-02,Pancreatic cancer
Peter_Jackson_(fashion_designer),Other,1928-01-27,2008-08-01,Prostate cancer
Peter_Jubeck,Other,1936-02-09,2003-05-12,Esophageal cancer
Peter_Kapetan,Artist,1956-10-21,2008-06-04,Cancer
Peter_Killworth,Other,1946-03-27,2008-01-28,Amyotrophic lateral sclerosis
Peter_Leeds,Artist,1917-05-30,1996-11-12,Cancer
Peter_Leonard,Other,1942-02-21,2008-09-23,Mesothelioma
Peter_Shaw_(producer),Artist,1918-06-24,2003-01-29,Heart failure
Peter_Verigin,Activist,1859-07-12,1924-10-29,Canadian Pacific Railway
Peter_Whitney,Artist,1916-05-24,1972-03-30,Myocardial infarction
Peter_van_Eyck,Artist,1911-07-16,1969-07-15,Sepsis
Phil_Arnold,Artist,1909-09-15,1968-05-09,Myocardial infarction
Pacomio,Other,,,Smallpox
Panchanan_Mitra,Other,1892-05-25,1936-07-25,Typhoid fever
Paola_Mori,Artist,1928-09-18,1986-08-12,Traffic collision
Pat_Close,Artist,1948-06-01,1988-02-15,Liver disease
Pat_Flaherty_(actor),Other,1897-03-08,1970-12-02,Myocardial infarction
Pat_Kirkwood_(actress),Artist,1921-02-24,2007-12-25,Alzheimer's disease
Patrice_Wymore,Artist,1926-12-17,2014-03-22,Death by natural causes
Patricia_Roc,Artist,1915-06-07,2003-12-30,Renal failure
Phil_Harris_(fisherman),Other,1956-12-19,2010-02-09,Stroke
Phil_Leeds,Artist,1916-04-06,1998-08-16,Pneumonia
Philip_Coppens_(author),Artist,1971-01-25,2012-12-30,Angiosarcoma
Philip_H._Iselin,Businessperson,1902-09-01,1976-12-28,Myocardial infarction
Philip_Van_Zandt,Artist,1904-10-04,1958-02-15,Suicide
Philotheus_Boehner,Other,1901-02-17,1955-05-22,Coronary thrombosis
Pierre_Jalbert,Artist,1925-01-09,2014-01-22,Myocardial infarction
Piet_Römer,Artist,1928-04-02,"['2011-01-17', '2012-01-17']",Cardiac arrest
Pilar_Seurat,Artist,1938-07-25,2001-06-02,Lung cancer
Poker_Alice,Other,1851-02-17,1930-02-27,Gallbladder
Poppa_Neutrino,Artist,1933-10-15,2011-01-23,Heart failure
Poul_Ib_Gjessing,Other,1909-03-31,1944-06-23,Execution by firing squad
Prashant_Bhargava,Other,1973-01-12,,Cardiac arrest
Preben_Gylche,Other,1927-01-30,1945-02-27,Capital punishment
Princess_Doe,Other,,,Homicide
Puru_(artist),Artist,1896-08-30,1963-11-18,Lymphoma
Pádraig_MacKernan,Other,1940-04-24,2010-01-25,Idiopathic pulmonary fibrosis
Riyad_Vinci_Wadia,Other,1967-09-19,2003-11-30,Tuberculosis
"Robert_Bowne_Minturn,_Jr.",Businessperson,1836-02-21,1889-12-15,Stroke
Robert_Case,Other,1939-12-16,2008-06-19,Amyotrophic lateral sclerosis
Robert_E._Gilka,Other,1916-07-12,2013-06-25,Pneumonia
Robert_E._Thompson,Other,1921-06-28,2003-11-19,Prostate cancer
Robert_Franklin_Leedy,Politician,1863-07-28,1924-01-12,Acute respiratory distress syndrome
Robert_G._Voight,Other,1921-03-26,2008-05-26,Bladder cancer
Robert_Glen_Coe,Other,1956-04-15,2000-04-19,Capital punishment
Robert_Gray_(actor),Artist,1945-02-10,2013-10-31,Cancer
Robert_Guenette,Other,1935-01-12,2003-10-31,Brain tumor
Robert_Hegyes,Artist,1951-05-07,2012-01-26,Myocardial infarction
Robert_Hilferty,Other,1959-12-14,2009-07-24,Concussion
Robert_Holding,Businessperson,1926-11-29,2013-04-19,Cardiovascular disease
Robert_J._Sinclair,Businessperson,1932-03-17,2009-05-10,Cancer
Robert_James_Speers,Other,1882-09-03,1955-07-19,Myocardial infarction
Robert_John_Kerr,Other,,1997-11-08,Boiling liquid expanding vapor explosion
Robert_Kennedy_(publisher),Other,1938-04-18,2012-04-12,Cancer
Robert_Kent_(actor),Artist,1908-12-03,1955-05-04,Coronary occlusion
Robert_L._Hall,Other,1927-02-08,2012-03-16,Carcinoid
Robert_Lewis_Shayon,Politician,1912-08-15,2008-06-28,Pneumonia
Robert_M._Fomon,Businessperson,1925-01-03,2000-05-31,Myocardial infarction
Robert_O._Becker,Other,1923-05-31,2008-05-14,Pneumonia
Robert_Robertson_(actor),Artist,1930-07-03,2001-01-17,Myocardial infarction
Robert_Schommer,Other,1946-12-09,2001-12-12,Suicide
Robert_Uhrig,Other,1903-03-08,1944-08-21,Guillotine
Robert_Williams_(actor),Artist,"['1894-09-15', '1897-09-15']",1931-11-03,Peritonitis
Robert_de_Rothschild,Businessperson,1880-01-19,1946-12-25,Pneumonia
Roberta_Dodd_Crawford,Artist,1897-08-05,1954-06-14,Myocardial infarction
Roberto_Gari,Artist,1920-02-13,2008-01-22,Myocardial infarction
Robin_Stille,Artist,1961-11-24,1996-02-09,Suicide
Rod_Masterson,Artist,1945-02-14,2013-09-12,Parkinson's disease
Rodger_McFarlane,Activist,1955-02-25,2009-05-15,Suicide
Rodney_Harvey,Artist,1967-07-31,1998-04-11,Drug overdose
"Roger_Clinton,_Sr.",Other,"['1908-07-23', '1908-07-25']",1967-11-08,Cancer
Roger_King_(producer),Other,1944-08-22,2007-12-08,Stroke
Roland_Scholl,Other,1865-09-30,1945-08-22,Allies of World War II
Rollin_Hamilton,Other,1898-10-28,1951-06-03,Myocardial infarction
Romaine_Tenney,Other,1900-05-07,1964-09-12,Suicide
Ron_Dwight,Other,1944-03-01,2002-03-27,Myocardial infarction
Ron_Leavitt,Artist,1947-11-07,2008-02-10,Lung cancer
Ron_Penfound,Other,1927-01-28,1974-09-16,Lung cancer
Ronni_Chasen,Other,1946-10-17,2010-11-16,Ballistic trauma
Rosamond_Pinchot,Artist,1904-10-26,1938-01-24,Asphyxia
Rosario_Maceo,Other,1887-06-08,1954-03-29,Cardiovascular disease
Roscoe_Sarles,Other,1892-01-04,1922-09-17,Traffic collision
Rosey_Rowswell,Other,1884-02-01,1955-02-06,Acute kidney injury
Rossano_Brazzi,Artist,1916-09-18,1994-12-24,Nervous system
Rouben_Ter-Arutunian,Other,1920-07-24,1992-10-17,Lymphoma
Roy_Barcroft,Artist,1902-09-07,1969-11-28,Kidney cancer
Roy_Cameron,Other,1899-06-30,1966-10-20,Cardiovascular disease
"Roy_Robinson,_1st_Baron_Robinson",Other,1883-03-08,1952-09-05,Pneumonia
Russell_Bufalino,Other,1903-09-25,1994-02-25,Myocardial infarction
Russell_Scott,Other,1921-06-30,2012-08-27,Pneumonia
Ruth_Duccini,Artist,1918-07-23,2014-01-16,Death by natural causes
Ruth_Rowland_Nichols,Other,1901-02-23,1960-09-25,Drug overdose
Ruth_U._Keeton,Other,,1997-12-14,Alzheimer's disease
Ružica_Sokić,Artist,1934-12-14,"['2013-12-19', '2013-12-20']",Alzheimer's disease
Ryan_McHenry,Other,1987-12-13,2015-05-02,Osteosarcoma
Rémi_Laurent,Artist,1957-10-12,1989-11-14,HIV
Ram_Revilla,Artist,"['1988-02-12', '1989-02-12']","['2011-10-28', '2011-10-29']",Murder
Ramesh_Chandra_Bhanja,Other,,2015-03-18,Parkinson's disease
Ramón_Sampedro,Activist,1943-01-05,1998-01-12,Assisted suicide
Ramón_de_la_Fuente_Muñiz,Other,1921-08-29,2006-03-31,Cardiac arrest
Randy_Pausch,Other,1960-10-23,2008-07-25,Pancreatic cancer
Randy_Starkman,Artist,,2012-04-16,Streptococcus pneumoniae
Rani_Chandra,Artist,,1976-10-12,Aviation accidents and incidents
Ranipadmini,Artist,,1986-10-15,Homicide
Ray_%22Crash%22_Corrigan,Artist,1902-02-14,1976-08-10,Myocardial infarction
Ray_Mala,Artist,1906-12-27,1952-09-23,Cardiovascular disease
Ray_Zone,Other,1947-05-16,2012-11-13,Myocardial infarction
Raymond_Bryan_Dillard,Other,1944-01-07,1993-10-01,Myocardial infarction
Raúl_Astor,Artist,1925-01-10,1995-06-22,Death by natural causes
Raúl_Padilla,Artist,"['1917-06-17', '1918-06-17']",1994-02-03,Myocardial infarction
Raúl_Velasco,Other,1933-04-24,2006-11-26,Death by natural causes
Rebekah_Gibbs,Artist,1973-03-17,2014-11-11,Cancer
Reed_Waddell,Other,,1895-03-27,Gunshot
Regina_Martínez_Pérez,Other,1963-09-07,2012-04-28,Strangling
Reham_Al-Farra,Politician,,2003-08-19,Canal Hotel bombing
Renee_Williams,Other,1977-06-04,2007-03-04,Myocardial infarction
Rex_Everhart,Artist,1920-06-13,2000-03-13,Lung cancer
Rex_Robbins,Artist,1935-03-30,2003-09-23,Stroke
Reynaldo_Dagsa,Politician,,2011-01-01,Exsanguination
Reynaldo_Rey,Artist,1940-01-27,2015-05-28,Stroke
Rhoda_Williams,Artist,1930-07-19,2006-03-08,Cardiac arrest
Ricardo_López_(stalker),Other,1975-01-14,1996-09-12,Suicide
Richard_Bennett_(actor),Artist,1870-05-21,1944-10-22,Myocardial infarction
Richard_Bull_(actor),Artist,1924-06-26,2014-02-03,Pneumonia
Richard_C._Miller,Other,1912-08-06,2010-10-15,Pneumonia
Richard_Cragun,Artist,1944-10-05,2012-08-06,Non-epileptic seizure
Richard_Devon,Artist,1926-12-11,2010-02-26,Vascular disease
Richard_Dunn_(actor),Artist,1936-09-29,2010-06-04,Stroke
Richard_Hart_(actor),Artist,1915-04-14,1951-01-02,Myocardial infarction
Richard_Lonergan,Other,1900-01-16,1925-12-26,Murder
Richard_Loo,Artist,1903-10-01,1983-11-20,Cerebral hemorrhage
Richard_Rust,Artist,"['1938-07-13', '1938-07-14']",1994-11-09,Myocardial infarction
Richard_Travers,Artist,1885-04-15,1935-04-20,Pneumonia
Rick_Ducommun,Artist,1952-07-03,2015-06-12,Diabetic ketoacidosis
Rick_Griffiths,Activist,,2010-12-13,Lung cancer
Rita_Atria,Other,1974-09-04,1992-07-26,Paolo Borsellino
Rita_Pérez_de_Moreno,Other,1779-05-23,1861-08-27,Edema
R._G._Surdam,Businessperson,1835-08-11,1891-09-02,Laudanum
R._H._Barlow,Other,1918-05-18,1951-01-02,Barbiturate overdose
R._W._Schambach,Other,1926-04-03,2012-01-17,Myocardial infarction
Rafael_Corporán_de_los_Santos,Politician,1937-07-22,2012-03-05,Myocardial infarction
Ragesh_Asthana,Artist,1962-05-17,2014-03-20,Myocardial infarction
Ralph_Beardsley,Other,1891-12-10,1920-03-18,Drowning
Ralph_Byrd,Artist,1909-04-22,1952-08-18,Myocardial infarction
Ralph_Johnstone,Other,1880-09-18,1910-11-17,Aviation accidents and incidents
Ralph_Manza,Artist,1921-12-01,2000-01-31,Myocardial infarction
Ralph_W._Cram,Other,1869-06-19,1952-05-08,Heart failure
Ralph_Wright,Artist,1908-05-17,1983-12-31,Oral cancer
Óscar_Guerrero_Silva,Other,,2004-02-01,Suicide methods
Sarah_Wildes,Other,1627-03-16,1692-07-19,Capital punishment
Savaş_Ay,Other,1954-03-26,2013-11-09,Laryngeal cancer
Sawyer_Sweeten,Artist,1995-05-12,2015-04-23,Suicide
Scott_Kalvert,Other,1964-08-15,2014-03-05,Suicide
Scotty_Mattraw,Artist,1880-10-19,1946-11-09,Myocardial infarction
Serena_Wilson,Artist,1933-08-08,2007-06-17,Pulmonary embolism
Seth_Tobias,Businessperson,1963-04-08,2007-09-04,Drowning
Sextus_Barbour,Other,1813-07-26,1848-12-20,Cholera
Seán_McCaughey,Other,,1946-05-11,Hunger strike
Shadrach_Livingstone_James,Activist,1890-05-15,1956-08-07,Myocardial infarction
Shahzad_Iqbal,Other,"['1951-02-06', '1986-02-06']",2014-04-22,Assassination
Shannon_Tavarez,Artist,1999-01-20,2010-11-01,Acute myeloid leukemia
Shavarsh_Krissian,Artist,1886-07-22,1915-08-15,Armenian Genocide
Sheila_Guyse,Artist,1925-07-14,2013-12-28,Alzheimer's disease
Shelby_Grant,Artist,1936-10-19,2011-06-25,Intracranial aneurysm
Sheldon_Brown_(bicycle_mechanic),Artist,1944-07-14,2008-02-04,Myocardial infarction
Sheree_Winton,Artist,"['1936-04-11', '1936-11-04']",1976-05-29,Suicide
Sherwood_Bailey,Artist,1923-08-06,1987-08-06,Cancer
Shields_Green,Other,,1859-12-16,Hanging
Shields_Warren,Other,1898-02-26,1980-07-01,Old age
Shigeo_Ōdachi,Other,1892-01-05,1955-09-25,Stomach cancer
Shinji_Maki,Other,"['1934-09-24', '1934-09-26']","['2013-04-28', '2013-04-29']",Suicide
Shirley_Finn,Other,,1975-06-23,Murder
Shirley_Prestia,Artist,1947-08-18,2011-10-08,Brain tumor
Shubha_Phutela,Artist,1991-05-05,2012-10-22,Jaundice
Shun_Yashiro,Artist,1933-02-19,2003-06-25,Stroke
Sibyl_Morrison,Other,1895-08-18,1961-12-29,Cancer
Sigi_Ziering,Businessperson,1928-03-20,"['2000-11-12', '2000-11-20']",Brain tumor
Sigmund_Sommer,Businessperson,1916-06-19,1979-04-30,Myocardial infarction
Sigrid_Valdis,Artist,1935-09-21,2007-10-14,Lung cancer
Simo_Drljača,Other,1947-08-06,1997-07-10,SFOR
Simon_Monjack,Artist,1970-03-09,2010-05-23,Pneumonia
Slavko_Hirsch,Other,1893-03-29,,The Holocaust
Slađa_Guduraš,Other,1987-08-11,2014-12-10,Single-vehicle crash
Slim_Summerville,Artist,1892-07-10,"['1946-01-05', '1946-01-06']",Stroke
Sogen_Kato,Other,1899-07-22,,Sokushinbutsu
Solomon_Abudarham,Other,,,Yellow fever
Sophia_Mirza,Other,,2005-11-25,Chronic fatigue syndrome
Spanish_Louie,Other,,1910-04-01,Murder
Spoony_Singh,Businessperson,1922-10-22,2006-10-18,Heart failure
St._Julien_Ravenel,Other,1819-12-15,1882-03-16,Cirrhosis
Stan_Yapp,Politician,1933-06-30,2012-04-01,Cardiac arrest
Stanley_Clarke_(businessman),Businessperson,1933-06-07,2004-09-19,Colorectal cancer
Stanley_Fafara,Artist,1949-09-20,2003-09-20,Hernia
Stanley_Hiller,Other,1924-11-15,2006-04-20,Alzheimer's disease
Stanley_Lebergott,Other,1918-07-22,2009-07-24,Cardiac arrest
Stanley_Price,Artist,1892-12-31,1955-07-13,Myocardial infarction
Stanley_Vestal,Artist,1887-08-15,1957-12-25,Myocardial infarction
Stefan_Marinov,Other,1931-02-01,1997-07-15,Suicide
Stephanie_Parker,Artist,1987-03-29,2009-04-18,Suicide
Stephen_Crohn,Other,1946-09-05,2013-08-23,Suicide methods
Stephen_Decatur_Carpenter,Other,1818-05-21,1862-12-31,Killed in action
Stephen_J._Hay,Other,1864-10-05,1916-02-29,Meningitis
Stephen_P._Nash,Other,1821-08-26,1898-06-04,Myocardial infarction
Stephen_Shadegg,Artist,1909-12-08,1990-04-16,Cancer
Stephen_Strimpell,Artist,1934-01-17,2006-04-10,Cardiac arrest
Stephen_Sutton,Activist,1994-12-16,2014-05-14,Colorectal cancer
Stephen_Tredre,Artist,1963-07-17,1997-12-08,Bone tumor
Sterling_C._Robertson,Politician,1785-10-02,1842-03-04,Pneumonia
Steve_Irwin,Other,1962-02-22,2006-09-04,Stingray injury
Steven_H._Scheuer,Other,1926-01-09,"['2014-05-31', '2014-06-01']",Heart failure
Steven_Sotloff,Other,1983-05-11,2014-09-02,Decapitation
S._Shamsuddin,Artist,1929-01-01,2013-06-04,Asthma
S._Siddalingaiah,Other,,2015-03-12,Swine influenza
Sadegh_Sharafkandi,Politician,1938-01-11,1992-09-17,Fear
Saeed_Chmagh,Other,1967-01-01,2007-07-12,30 mm caliber
Sahara_Sue,Other,,1979-08-14,Homicide
Sait_Maden,Artist,,2013-06-19,Pneumonia
Sakine_Cansız,Activist,,2013-01-09,Execution-style murder
Saleem_Shahzad,Other,1970-11-03,"['2011-05-29', '2011-05-30']",Torture
Sally_Farmiloe,Artist,1948-07-14,2014-07-28,Metastatic breast cancer
Sally_Hayfron,Other,1931-06-06,1992-01-27,Renal failure
Salmah_Ismail,Artist,"['1935-01-21', '1935-01-22']",1983-04-25,Jaundice
Salwa_Al_Katrib,Artist,1953-09-17,"['2009-03-02', '2009-03-04']",Cerebral hemorrhage
Sam_Church,Other,1936-09-20,2009-07-14,Complication (medicine)
Sam_M._Fleming,Other,,,Pneumonia
Sam_Paul,Other,,1927-01-10,Nephritis
Sammee_Tong,Artist,1901-04-21,1964-10-27,Suicide methods
"Sammy_Younge,_Jr.",Activist,1944-11-17,1966-01-03,Homicide
Samuel_Becket_Boyd_II,Other,1865-03-20,1929-03-29,Myocardial infarction
Samuel_Brady,Other,1756-05-05,1795-12-25,Pleurisy
Samuel_Colver,Other,"['1815-09-10', '1817-09-10']",1891-02-15,Drowning
Samuel_F._Butterworth,Other,,1875-05-06,Liver disease
Samuel_Gardner_Drake,Other,1798-10-11,1875-06-14,Pneumonia
Samuel_Glazer,Businessperson,1923-02-24,2012-03-12,Leukemia
Samuel_Greenberg,Artist,1893-12-13,1917-08-16,Tuberculosis
Samuel_Mason,Other,,,Tomahawk (axe)
Sandow_M._M._A._Chinnappa_Thevar,Other,1915-06-28,1978-09-08,Myocardial infarction
Sangeen_Wali_Khan,Politician,"['1958-06-07', '1959-06-07']","['2008-06-25', '2008-06-28']",Lung cancer
Stu_Gilliam,Other,1943-07-27,2013-10-10,Lung cancer
Stuart_Robert_Glass,Other,1951-06-25,1978-08-13,Gunshot
Studley_Oldham_Burroughs,Artist,1892-12-26,1949-12-23,Embolism
Subramaniya_Siva,Activist,1884-10-04,1925-07-23,Leprosy
Sue_Carroll,Artist,1953-12-06,2011-12-25,Pancreatic cancer
Suicide_of_Jadin_Bell,Other,1997-06-04,2013-02-03,Suicide
Suicide_of_Megan_Meier,Other,1992-11-06,2006-10-17,Suicide
Suicide_of_Nicola_Ann_Raphael,Other,1985-09-10,2001-06-24,Suicide methods
Suicide_of_Phoebe_Prince,Other,1994-11-24,2010-01-14,Suicide
Suicide_of_Ryan_Halligan,Other,1989-12-18,2003-10-07,Suicide by hanging
Suicide_of_Tyler_Clementi,Other,1991-12-19,2010-09-22,Suicide
Suleiman_Mousa,Other,1919-06-11,2008-06-09,Heart failure
Sumire_(model),Other,1987-07-28,2009-06-11,Cerebral hemorrhage
Sun_Weishi,Other,1921-10-15,1968-10-15,Jiang Qing
Sunanda_Pushkar,Businessperson,1962-06-27,2014-01-17,Suicide
Sung_Jae-gi,Activist,"['1967-08-08', '1967-09-11']",2013-07-26,Suicide
Susan_Fitzgerald,Artist,1949-05-28,2013-09-09,Colorectal cancer
Susan_Gordon,Artist,1949-07-27,2011-12-11,Thyroid cancer
Susan_Kingsley,Artist,1946-03-01,1984-02-06,Traffic collision
Susan_Peretz,Artist,1940-03-02,2004-08-27,Breast cancer
Susy_Clemens,Artist,1872-03-19,1896-08-18,Meningitis
Suzanne_Tamim,Artist,1977-09-23,2008-07-28,Murder
Svend_Glendau,Other,1910-03-12,1945-02-27,Execution by firing squad
Sy_Syms,Other,1926-05-12,2009-11-17,Heart failure
Sydney_M._Irmas,Other,,,Leukemia
Sylvia_Rivera,Activist,1951-07-02,2002-02-19,Liver cancer
Søren_Peter_Kristensen,Other,1887-08-20,1944-06-29,Ballistic trauma
Theo_Berger,Other,1941-01-25,2003-11-20,Suicide
Theodore_Case,Other,1888-12-12,1944-05-13,Pneumonia
Thomas_(activist),Activist,1947-03-20,2009-01-23,Respiratory disease
Thomas_Barrie,Other,,,Acute stress reaction
Thomas_Biddle,Other,1790-11-21,1831-08-29,Duel
Thomas_Billington_(executioner),Other,,1902-01-10,Pneumonia
Thomas_C._Wiegele,Other,,1991-08-09,Aneurysm
"Thomas_George_Lanphier,_Jr.",Other,1915-11-27,1987-11-26,Cancer
Thomas_H._Pigford,Other,1922-04-21,2010-02-27,Parkinson's disease
Thomas_Haynes_Upton,Other,1889-06-02,1956-10-25,Coronary occlusion
Thomas_Koppel,Other,1944-04-27,2006-02-25,Cardiac arrest
